filepath,class,label
data\SL_YES_npy\69402.npy,yes,1
data\jester_NO_npy\82406.npy,no,0
data\jester_NO_npy\130193.npy,no,0
data\SL_YES_npy\25689.npy,yes,1
data\jester_NO_npy\118870.npy,no,0
data\jester_NO_npy\11631.npy,no,0
data\jester_NO_npy\65741.npy,no,0
data\jester_NO_npy\94900.npy,no,0
data\jester_NO_npy\137148.npy,no,0
data\jester_NO_npy\115805.npy,no,0
data\SL_YES_npy\31585.npy,yes,1
data\SL_YES_npy\18071.npy,yes,1
data\jester_NO_npy\91781.npy,no,0
data\SL_YES_npy\39554.npy,yes,1
data\jester_NO_npy\102443.npy,no,0
data\jester_NO_npy\98175.npy,no,0
data\jester_NO_npy\24734.npy,no,0
data\jester_NO_npy\22111.npy,no,0
data\jester_NO_npy\61361.npy,no,0
data\SL_YES_npy\44127.npy,yes,1
data\jester_NO_npy\114438.npy,no,0
data\SL_YES_npy\16400.npy,yes,1
data\jester_NO_npy\106188.npy,no,0
data\SL_YES_npy\22558.npy,yes,1
data\SL_YES_npy\41666.npy,yes,1
data\jester_NO_npy\127373.npy,no,0
data\jester_NO_npy\31912.npy,no,0
data\jester_NO_npy\74269.npy,no,0
data\SL_YES_npy\56031.npy,yes,1
data\SL_YES_npy\21099.npy,yes,1
data\jester_NO_npy\39704.npy,no,0
data\jester_NO_npy\22031.npy,no,0
data\jester_NO_npy\70148.npy,no,0
data\jester_NO_npy\67623.npy,no,0
data\jester_NO_npy\87114.npy,no,0
data\jester_NO_npy\143680.npy,no,0
data\jester_NO_npy\3264.npy,no,0
data\jester_NO_npy\136489.npy,no,0
data\jester_NO_npy\133800.npy,no,0
data\SL_YES_npy\64287.npy,yes,1
data\jester_NO_npy\141402.npy,no,0
data\jester_NO_npy\121327.npy,no,0
data\SL_YES_npy\04388.npy,yes,1
data\jester_NO_npy\93361.npy,no,0
data\jester_NO_npy\57718.npy,no,0
data\SL_YES_npy\39389.npy,yes,1
data\jester_NO_npy\50343.npy,no,0
data\jester_NO_npy\129811.npy,no,0
data\jester_NO_npy\69805.npy,no,0
data\SL_YES_npy\63673.npy,yes,1
data\SL_YES_npy\03571.npy,yes,1
data\SL_YES_npy\42513.npy,yes,1
data\SL_YES_npy\41670.npy,yes,1
data\jester_NO_npy\16007.npy,no,0
data\jester_NO_npy\17078.npy,no,0
data\SL_YES_npy\65175.npy,yes,1
data\jester_NO_npy\17500.npy,no,0
data\SL_YES_npy\58296.npy,yes,1
data\SL_YES_npy\53710.npy,yes,1
data\SL_YES_npy\26962.npy,yes,1
data\SL_YES_npy\24736.npy,yes,1
data\SL_YES_npy\53292.npy,yes,1
data\jester_NO_npy\1693.npy,no,0
data\jester_NO_npy\95546.npy,no,0
data\jester_NO_npy\11346.npy,no,0
data\jester_NO_npy\106706.npy,no,0
data\jester_NO_npy\70300.npy,no,0
data\jester_NO_npy\85355.npy,no,0
data\jester_NO_npy\105016.npy,no,0
data\jester_NO_npy\70487.npy,no,0
data\jester_NO_npy\137192.npy,no,0
data\SL_YES_npy\56308.npy,yes,1
data\SL_YES_npy\25647.npy,yes,1
data\SL_YES_npy\44496.npy,yes,1
data\jester_NO_npy\118719.npy,no,0
data\SL_YES_npy\23545.npy,yes,1
data\SL_YES_npy\17911.npy,yes,1
data\jester_NO_npy\89740.npy,no,0
data\jester_NO_npy\110870.npy,no,0
data\SL_YES_npy\30052.npy,yes,1
data\SL_YES_npy\58361.npy,yes,1
data\jester_NO_npy\99360.npy,no,0
data\jester_NO_npy\108252.npy,no,0
data\jester_NO_npy\6441.npy,no,0
data\jester_NO_npy\142596.npy,no,0
data\jester_NO_npy\41809.npy,no,0
data\jester_NO_npy\93772.npy,no,0
data\jester_NO_npy\135680.npy,no,0
data\jester_NO_npy\39131.npy,no,0
data\jester_NO_npy\55186.npy,no,0
data\jester_NO_npy\107503.npy,no,0
data\SL_YES_npy\66494.npy,yes,1
data\jester_NO_npy\32543.npy,no,0
data\SL_YES_npy\21103.npy,yes,1
data\SL_YES_npy\51278.npy,yes,1
data\jester_NO_npy\44649.npy,no,0
data\jester_NO_npy\28781.npy,no,0
data\SL_YES_npy\66439.npy,yes,1
data\SL_YES_npy\32820.npy,yes,1
data\SL_YES_npy\02230.npy,yes,1
data\jester_NO_npy\124702.npy,no,0
data\SL_YES_npy\56167.npy,yes,1
data\SL_YES_npy\02273.npy,yes,1
data\jester_NO_npy\91376.npy,no,0
data\SL_YES_npy\15018.npy,yes,1
data\SL_YES_npy\66477.npy,yes,1
data\SL_YES_npy\41449.npy,yes,1
data\SL_YES_npy\18861.npy,yes,1
data\SL_YES_npy\59496.npy,yes,1
data\SL_YES_npy\35605.npy,yes,1
data\SL_YES_npy\65117.npy,yes,1
data\SL_YES_npy\06476.npy,yes,1
data\jester_NO_npy\136152.npy,no,0
data\jester_NO_npy\109682.npy,no,0
data\jester_NO_npy\138167.npy,no,0
data\jester_NO_npy\147024.npy,no,0
data\SL_YES_npy\65884.npy,yes,1
data\jester_NO_npy\118845.npy,no,0
data\SL_YES_npy\34738.npy,yes,1
data\jester_NO_npy\130368.npy,no,0
data\jester_NO_npy\60011.npy,no,0
data\SL_YES_npy\53924.npy,yes,1
data\jester_NO_npy\115858.npy,no,0
data\jester_NO_npy\43659.npy,no,0
data\SL_YES_npy\38527.npy,yes,1
data\jester_NO_npy\129903.npy,no,0
data\jester_NO_npy\806.npy,no,0
data\SL_YES_npy\05598.npy,yes,1
data\jester_NO_npy\118550.npy,no,0
data\jester_NO_npy\23825.npy,no,0
data\jester_NO_npy\90346.npy,no,0
data\SL_YES_npy\65200.npy,yes,1
data\SL_YES_npy\39362.npy,yes,1
data\SL_YES_npy\35924.npy,yes,1
data\SL_YES_npy\37471.npy,yes,1
data\SL_YES_npy\00949.npy,yes,1
data\jester_NO_npy\140720.npy,no,0
data\jester_NO_npy\30927.npy,no,0
data\jester_NO_npy\110119.npy,no,0
data\jester_NO_npy\18193.npy,no,0
data\jester_NO_npy\8215.npy,no,0
data\jester_NO_npy\27968.npy,no,0
data\jester_NO_npy\12783.npy,no,0
data\SL_YES_npy\52606.npy,yes,1
data\SL_YES_npy\21373.npy,yes,1
data\SL_YES_npy\08352.npy,yes,1
data\SL_YES_npy\43572.npy,yes,1
data\SL_YES_npy\13819.npy,yes,1
data\SL_YES_npy\08109.npy,yes,1
data\jester_NO_npy\60222.npy,no,0
data\jester_NO_npy\49836.npy,no,0
data\jester_NO_npy\109285.npy,no,0
data\SL_YES_npy\36936.npy,yes,1
data\SL_YES_npy\01268.npy,yes,1
data\SL_YES_npy\42039.npy,yes,1
data\jester_NO_npy\14156.npy,no,0
data\jester_NO_npy\17622.npy,no,0
data\SL_YES_npy\16641.npy,yes,1
data\jester_NO_npy\19535.npy,no,0
data\jester_NO_npy\107962.npy,no,0
data\jester_NO_npy\94131.npy,no,0
data\SL_YES_npy\37616.npy,yes,1
data\jester_NO_npy\138442.npy,no,0
data\jester_NO_npy\99297.npy,no,0
data\jester_NO_npy\115239.npy,no,0
data\jester_NO_npy\21201.npy,no,0
data\SL_YES_npy\57655.npy,yes,1
data\jester_NO_npy\35119.npy,no,0
data\jester_NO_npy\104482.npy,no,0
data\SL_YES_npy\05680.npy,yes,1
data\jester_NO_npy\13314.npy,no,0
data\SL_YES_npy\65864.npy,yes,1
data\jester_NO_npy\11241.npy,no,0
data\jester_NO_npy\82078.npy,no,0
data\SL_YES_npy\26162.npy,yes,1
data\SL_YES_npy\66220.npy,yes,1
data\jester_NO_npy\8505.npy,no,0
data\jester_NO_npy\27567.npy,no,0
data\jester_NO_npy\81485.npy,no,0
data\jester_NO_npy\68034.npy,no,0
data\jester_NO_npy\34965.npy,no,0
data\SL_YES_npy\02706.npy,yes,1
data\SL_YES_npy\27555.npy,yes,1
data\jester_NO_npy\121594.npy,no,0
data\jester_NO_npy\36785.npy,no,0
data\jester_NO_npy\103916.npy,no,0
data\jester_NO_npy\121517.npy,no,0
data\SL_YES_npy\45094.npy,yes,1
data\SL_YES_npy\69547.npy,yes,1
data\jester_NO_npy\78414.npy,no,0
data\jester_NO_npy\70702.npy,no,0
data\SL_YES_npy\60159.npy,yes,1
data\jester_NO_npy\78626.npy,no,0
data\SL_YES_npy\56158.npy,yes,1
data\SL_YES_npy\32514.npy,yes,1
data\SL_YES_npy\32735.npy,yes,1
data\jester_NO_npy\142178.npy,no,0
data\jester_NO_npy\96388.npy,no,0
data\SL_YES_npy\11105.npy,yes,1
data\SL_YES_npy\21282.npy,yes,1
data\SL_YES_npy\51276.npy,yes,1
data\jester_NO_npy\100363.npy,no,0
data\SL_YES_npy\59954.npy,yes,1
data\jester_NO_npy\134893.npy,no,0
data\SL_YES_npy\64292.npy,yes,1
data\jester_NO_npy\11197.npy,no,0
data\SL_YES_npy\28790.npy,yes,1
data\jester_NO_npy\46866.npy,no,0
data\jester_NO_npy\18260.npy,no,0
data\SL_YES_npy\55111.npy,yes,1
data\jester_NO_npy\63963.npy,no,0
data\SL_YES_npy\18221.npy,yes,1
data\SL_YES_npy\66444.npy,yes,1
data\SL_YES_npy\02872.npy,yes,1
data\jester_NO_npy\89441.npy,no,0
data\jester_NO_npy\77508.npy,no,0
data\jester_NO_npy\102882.npy,no,0
data\jester_NO_npy\68087.npy,no,0
data\jester_NO_npy\19742.npy,no,0
data\jester_NO_npy\32640.npy,no,0
data\jester_NO_npy\60443.npy,no,0
data\jester_NO_npy\109463.npy,no,0
data\SL_YES_npy\01554.npy,yes,1
data\SL_YES_npy\53775.npy,yes,1
data\jester_NO_npy\39858.npy,no,0
data\SL_YES_npy\69497.npy,yes,1
data\jester_NO_npy\29473.npy,no,0
data\jester_NO_npy\134559.npy,no,0
data\jester_NO_npy\117535.npy,no,0
data\jester_NO_npy\15441.npy,no,0
data\jester_NO_npy\136389.npy,no,0
data\jester_NO_npy\142621.npy,no,0
data\SL_YES_npy\13323.npy,yes,1
data\SL_YES_npy\58667.npy,yes,1
data\jester_NO_npy\144761.npy,no,0
data\jester_NO_npy\111140.npy,no,0
data\jester_NO_npy\146145.npy,no,0
data\jester_NO_npy\43231.npy,no,0
data\jester_NO_npy\129373.npy,no,0
data\SL_YES_npy\18528.npy,yes,1
data\jester_NO_npy\141110.npy,no,0
data\SL_YES_npy\23274.npy,yes,1
data\SL_YES_npy\45052.npy,yes,1
data\SL_YES_npy\51235.npy,yes,1
data\jester_NO_npy\49116.npy,no,0
data\SL_YES_npy\16004.npy,yes,1
data\jester_NO_npy\107189.npy,no,0
data\jester_NO_npy\89521.npy,no,0
data\SL_YES_npy\49671.npy,yes,1
data\SL_YES_npy\33986.npy,yes,1
data\jester_NO_npy\127728.npy,no,0
data\SL_YES_npy\51818.npy,yes,1
data\SL_YES_npy\21568.npy,yes,1
data\jester_NO_npy\77977.npy,no,0
data\SL_YES_npy\52161.npy,yes,1
data\SL_YES_npy\12637.npy,yes,1
data\SL_YES_npy\36779.npy,yes,1
data\jester_NO_npy\146680.npy,no,0
data\SL_YES_npy\32512.npy,yes,1
data\SL_YES_npy\60948.npy,yes,1
data\jester_NO_npy\138392.npy,no,0
data\jester_NO_npy\28182.npy,no,0
data\SL_YES_npy\01064.npy,yes,1
data\jester_NO_npy\13897.npy,no,0
data\jester_NO_npy\133344.npy,no,0
data\SL_YES_npy\27659.npy,yes,1
data\jester_NO_npy\146852.npy,no,0
data\jester_NO_npy\1093.npy,no,0
data\SL_YES_npy\26315.npy,yes,1
data\jester_NO_npy\135587.npy,no,0
data\SL_YES_npy\44147.npy,yes,1
data\SL_YES_npy\58614.npy,yes,1
data\jester_NO_npy\59656.npy,no,0
data\SL_YES_npy\37043.npy,yes,1
data\jester_NO_npy\38208.npy,no,0
data\jester_NO_npy\105476.npy,no,0
data\jester_NO_npy\33266.npy,no,0
data\jester_NO_npy\25636.npy,no,0
data\SL_YES_npy\55105.npy,yes,1
data\SL_YES_npy\55056.npy,yes,1
data\jester_NO_npy\111492.npy,no,0
data\SL_YES_npy\66239.npy,yes,1
data\jester_NO_npy\120248.npy,no,0
data\SL_YES_npy\06432.npy,yes,1
data\jester_NO_npy\39502.npy,no,0
data\jester_NO_npy\132887.npy,no,0
data\SL_YES_npy\57391.npy,yes,1
data\jester_NO_npy\25376.npy,no,0
data\jester_NO_npy\96993.npy,no,0
data\jester_NO_npy\12060.npy,no,0
data\jester_NO_npy\82426.npy,no,0
data\SL_YES_npy\23667.npy,yes,1
data\jester_NO_npy\138381.npy,no,0
data\jester_NO_npy\54778.npy,no,0
data\SL_YES_npy\56971.npy,yes,1
data\SL_YES_npy\60358.npy,yes,1
data\jester_NO_npy\62627.npy,no,0
data\SL_YES_npy\65130.npy,yes,1
data\SL_YES_npy\63278.npy,yes,1
data\SL_YES_npy\51225.npy,yes,1
data\jester_NO_npy\97137.npy,no,0
data\jester_NO_npy\104164.npy,no,0
data\jester_NO_npy\69887.npy,no,0
data\jester_NO_npy\91795.npy,no,0
data\jester_NO_npy\122657.npy,no,0
data\SL_YES_npy\42962.npy,yes,1
data\jester_NO_npy\108301.npy,no,0
data\jester_NO_npy\128531.npy,no,0
data\SL_YES_npy\08093.npy,yes,1
data\SL_YES_npy\57826.npy,yes,1
data\jester_NO_npy\115530.npy,no,0
data\jester_NO_npy\57533.npy,no,0
data\SL_YES_npy\38318.npy,yes,1
data\jester_NO_npy\48240.npy,no,0
data\jester_NO_npy\143815.npy,no,0
data\jester_NO_npy\43869.npy,no,0
data\jester_NO_npy\84420.npy,no,0
data\jester_NO_npy\146976.npy,no,0
data\jester_NO_npy\12769.npy,no,0
data\jester_NO_npy\48823.npy,no,0
data\jester_NO_npy\130913.npy,no,0
data\jester_NO_npy\32969.npy,no,0
data\SL_YES_npy\54426.npy,yes,1
data\SL_YES_npy\32867.npy,yes,1
data\SL_YES_npy\26002.npy,yes,1
data\jester_NO_npy\126111.npy,no,0
data\jester_NO_npy\24519.npy,no,0
data\jester_NO_npy\147699.npy,no,0
data\jester_NO_npy\79863.npy,no,0
data\jester_NO_npy\68624.npy,no,0
data\jester_NO_npy\19899.npy,no,0
data\jester_NO_npy\40475.npy,no,0
data\SL_YES_npy\25409.npy,yes,1
data\jester_NO_npy\22727.npy,no,0
data\SL_YES_npy\51067.npy,yes,1
data\jester_NO_npy\25736.npy,no,0
data\jester_NO_npy\135339.npy,no,0
data\SL_YES_npy\16114.npy,yes,1
data\jester_NO_npy\125838.npy,no,0
data\SL_YES_npy\26216.npy,yes,1
data\SL_YES_npy\10021.npy,yes,1
data\SL_YES_npy\38284.npy,yes,1
data\SL_YES_npy\66825.npy,yes,1
data\jester_NO_npy\65632.npy,no,0
data\SL_YES_npy\36048.npy,yes,1
data\jester_NO_npy\12901.npy,no,0
data\jester_NO_npy\144617.npy,no,0
data\SL_YES_npy\36235.npy,yes,1
data\jester_NO_npy\148084.npy,no,0
data\jester_NO_npy\96067.npy,no,0
data\jester_NO_npy\147579.npy,no,0
data\jester_NO_npy\57680.npy,no,0
data\jester_NO_npy\70516.npy,no,0
data\SL_YES_npy\60155.npy,yes,1
data\jester_NO_npy\34454.npy,no,0
data\jester_NO_npy\71681.npy,no,0
data\jester_NO_npy\109288.npy,no,0
data\SL_YES_npy\26224.npy,yes,1
data\SL_YES_npy\39879.npy,yes,1
data\jester_NO_npy\130805.npy,no,0
data\jester_NO_npy\68976.npy,no,0
data\SL_YES_npy\66147.npy,yes,1
data\jester_NO_npy\17729.npy,no,0
data\SL_YES_npy\64448.npy,yes,1
data\jester_NO_npy\29756.npy,no,0
data\SL_YES_npy\56767.npy,yes,1
data\jester_NO_npy\142270.npy,no,0
data\jester_NO_npy\16312.npy,no,0
data\SL_YES_npy\42423.npy,yes,1
data\SL_YES_npy\11093.npy,yes,1
data\jester_NO_npy\39480.npy,no,0
data\jester_NO_npy\117735.npy,no,0
data\jester_NO_npy\58886.npy,no,0
data\jester_NO_npy\55084.npy,no,0
data\jester_NO_npy\1671.npy,no,0
data\jester_NO_npy\108684.npy,no,0
data\jester_NO_npy\107853.npy,no,0
data\jester_NO_npy\93604.npy,no,0
data\jester_NO_npy\1765.npy,no,0
data\jester_NO_npy\82786.npy,no,0
data\jester_NO_npy\93704.npy,no,0
data\jester_NO_npy\26644.npy,no,0
data\SL_YES_npy\52348.npy,yes,1
data\SL_YES_npy\39118.npy,yes,1
data\jester_NO_npy\133307.npy,no,0
data\SL_YES_npy\49430.npy,yes,1
data\jester_NO_npy\26940.npy,no,0
data\SL_YES_npy\26174.npy,yes,1
data\jester_NO_npy\62184.npy,no,0
data\SL_YES_npy\58325.npy,yes,1
data\SL_YES_npy\20411.npy,yes,1
data\SL_YES_npy\58077.npy,yes,1
data\jester_NO_npy\117129.npy,no,0
data\SL_YES_npy\38532.npy,yes,1
data\jester_NO_npy\90754.npy,no,0
data\jester_NO_npy\139714.npy,no,0
data\jester_NO_npy\70661.npy,no,0
data\jester_NO_npy\17365.npy,no,0
data\SL_YES_npy\23953.npy,yes,1
data\jester_NO_npy\43198.npy,no,0
data\SL_YES_npy\06834.npy,yes,1
data\jester_NO_npy\33863.npy,no,0
data\jester_NO_npy\91922.npy,no,0
data\jester_NO_npy\14518.npy,no,0
data\jester_NO_npy\49430.npy,no,0
data\jester_NO_npy\104089.npy,no,0
data\jester_NO_npy\59929.npy,no,0
data\jester_NO_npy\116678.npy,no,0
data\jester_NO_npy\17096.npy,no,0
data\SL_YES_npy\52089.npy,yes,1
data\jester_NO_npy\96751.npy,no,0
data\jester_NO_npy\64400.npy,no,0
data\jester_NO_npy\123949.npy,no,0
data\jester_NO_npy\128873.npy,no,0
data\SL_YES_npy\66567.npy,yes,1
data\jester_NO_npy\29399.npy,no,0
data\jester_NO_npy\107006.npy,no,0
data\jester_NO_npy\47971.npy,no,0
data\SL_YES_npy\46503.npy,yes,1
data\jester_NO_npy\15079.npy,no,0
data\SL_YES_npy\25411.npy,yes,1
data\SL_YES_npy\08302.npy,yes,1
data\jester_NO_npy\92121.npy,no,0
data\jester_NO_npy\48133.npy,no,0
data\jester_NO_npy\17233.npy,no,0
data\jester_NO_npy\100195.npy,no,0
data\jester_NO_npy\145500.npy,no,0
data\jester_NO_npy\93053.npy,no,0
data\jester_NO_npy\10923.npy,no,0
data\SL_YES_npy\22744.npy,yes,1
data\SL_YES_npy\50318.npy,yes,1
data\jester_NO_npy\105307.npy,no,0
data\SL_YES_npy\02973.npy,yes,1
data\SL_YES_npy\57239.npy,yes,1
data\jester_NO_npy\119800.npy,no,0
data\jester_NO_npy\28005.npy,no,0
data\SL_YES_npy\35576.npy,yes,1
data\jester_NO_npy\69476.npy,no,0
data\jester_NO_npy\37673.npy,no,0
data\jester_NO_npy\103868.npy,no,0
data\SL_YES_npy\41662.npy,yes,1
data\jester_NO_npy\121785.npy,no,0
data\SL_YES_npy\58806.npy,yes,1
data\jester_NO_npy\70226.npy,no,0
data\jester_NO_npy\97824.npy,no,0
data\SL_YES_npy\32046.npy,yes,1
data\jester_NO_npy\20446.npy,no,0
data\jester_NO_npy\23140.npy,no,0
data\SL_YES_npy\16644.npy,yes,1
data\jester_NO_npy\138685.npy,no,0
data\jester_NO_npy\98966.npy,no,0
data\SL_YES_npy\53199.npy,yes,1
data\jester_NO_npy\121013.npy,no,0
data\jester_NO_npy\82409.npy,no,0
data\SL_YES_npy\54609.npy,yes,1
data\SL_YES_npy\15996.npy,yes,1
data\SL_YES_npy\26215.npy,yes,1
data\SL_YES_npy\55644.npy,yes,1
data\jester_NO_npy\81455.npy,no,0
data\jester_NO_npy\131909.npy,no,0
data\SL_YES_npy\55050.npy,yes,1
data\SL_YES_npy\63623.npy,yes,1
data\jester_NO_npy\7801.npy,no,0
data\SL_YES_npy\41507.npy,yes,1
data\SL_YES_npy\11942.npy,yes,1
data\jester_NO_npy\147774.npy,no,0
data\SL_YES_npy\66628.npy,yes,1
data\jester_NO_npy\116313.npy,no,0
data\jester_NO_npy\83365.npy,no,0
data\SL_YES_npy\39877.npy,yes,1
data\SL_YES_npy\46175.npy,yes,1
data\jester_NO_npy\130539.npy,no,0
data\jester_NO_npy\122814.npy,no,0
data\jester_NO_npy\4231.npy,no,0
data\jester_NO_npy\72826.npy,no,0
data\SL_YES_npy\11773.npy,yes,1
data\jester_NO_npy\78704.npy,no,0
data\jester_NO_npy\37752.npy,no,0
data\SL_YES_npy\21891.npy,yes,1
data\jester_NO_npy\18205.npy,no,0
data\jester_NO_npy\34607.npy,no,0
data\jester_NO_npy\59466.npy,no,0
data\jester_NO_npy\24997.npy,no,0
data\jester_NO_npy\36624.npy,no,0
data\SL_YES_npy\36929.npy,yes,1
data\jester_NO_npy\79161.npy,no,0
data\SL_YES_npy\66571.npy,yes,1
data\jester_NO_npy\139577.npy,no,0
data\jester_NO_npy\3581.npy,no,0
data\SL_YES_npy\63622.npy,yes,1
data\SL_YES_npy\50815.npy,yes,1
data\SL_YES_npy\42215.npy,yes,1
data\jester_NO_npy\117812.npy,no,0
data\jester_NO_npy\6103.npy,no,0
data\jester_NO_npy\89499.npy,no,0
data\SL_YES_npy\51475.npy,yes,1
data\SL_YES_npy\25244.npy,yes,1
data\jester_NO_npy\64650.npy,no,0
data\SL_YES_npy\61561.npy,yes,1
data\SL_YES_npy\12073.npy,yes,1
data\jester_NO_npy\87569.npy,no,0
data\jester_NO_npy\51416.npy,no,0
data\jester_NO_npy\60352.npy,no,0
data\jester_NO_npy\65648.npy,no,0
data\jester_NO_npy\16562.npy,no,0
data\jester_NO_npy\50473.npy,no,0
data\jester_NO_npy\79712.npy,no,0
data\jester_NO_npy\64578.npy,no,0
data\jester_NO_npy\11056.npy,no,0
data\jester_NO_npy\98789.npy,no,0
data\jester_NO_npy\71539.npy,no,0
data\jester_NO_npy\20526.npy,no,0
data\SL_YES_npy\26317.npy,yes,1
data\SL_YES_npy\37614.npy,yes,1
data\jester_NO_npy\45613.npy,no,0
data\jester_NO_npy\30995.npy,no,0
data\SL_YES_npy\38525.npy,yes,1
data\jester_NO_npy\53888.npy,no,0
data\jester_NO_npy\2281.npy,no,0
data\jester_NO_npy\139494.npy,no,0
data\SL_YES_npy\38401.npy,yes,1
data\SL_YES_npy\58616.npy,yes,1
data\SL_YES_npy\21569.npy,yes,1
data\jester_NO_npy\50126.npy,no,0
data\SL_YES_npy\28737.npy,yes,1
data\SL_YES_npy\44898.npy,yes,1
data\jester_NO_npy\135558.npy,no,0
data\SL_YES_npy\46864.npy,yes,1
data\jester_NO_npy\67275.npy,no,0
data\jester_NO_npy\143427.npy,no,0
data\jester_NO_npy\37684.npy,no,0
data\jester_NO_npy\30711.npy,no,0
data\SL_YES_npy\62915.npy,yes,1
data\SL_YES_npy\50895.npy,yes,1
data\SL_YES_npy\07879.npy,yes,1
data\jester_NO_npy\46298.npy,no,0
data\jester_NO_npy\134873.npy,no,0
data\SL_YES_npy\00341.npy,yes,1
data\jester_NO_npy\24793.npy,no,0
data\jester_NO_npy\37107.npy,no,0
data\jester_NO_npy\135525.npy,no,0
data\jester_NO_npy\29810.npy,no,0
data\jester_NO_npy\17573.npy,no,0
data\jester_NO_npy\96834.npy,no,0
data\jester_NO_npy\1034.npy,no,0
data\jester_NO_npy\147287.npy,no,0
data\jester_NO_npy\111892.npy,no,0
data\SL_YES_npy\66615.npy,yes,1
data\SL_YES_npy\64261.npy,yes,1
data\SL_YES_npy\17436.npy,yes,1
data\jester_NO_npy\81307.npy,no,0
data\jester_NO_npy\37883.npy,no,0
data\jester_NO_npy\120523.npy,no,0
data\jester_NO_npy\47217.npy,no,0
data\SL_YES_npy\11767.npy,yes,1
data\jester_NO_npy\116624.npy,no,0
data\jester_NO_npy\123532.npy,no,0
data\SL_YES_npy\13217.npy,yes,1
data\SL_YES_npy\62713.npy,yes,1
data\SL_YES_npy\42959.npy,yes,1
data\jester_NO_npy\87073.npy,no,0
data\SL_YES_npy\56429.npy,yes,1
data\SL_YES_npy\13636.npy,yes,1
data\SL_YES_npy\18523.npy,yes,1
data\jester_NO_npy\33117.npy,no,0
data\SL_YES_npy\42607.npy,yes,1
data\SL_YES_npy\13253.npy,yes,1
data\jester_NO_npy\7394.npy,no,0
data\jester_NO_npy\116335.npy,no,0
data\SL_YES_npy\52216.npy,yes,1
data\jester_NO_npy\40162.npy,no,0
data\jester_NO_npy\10232.npy,no,0
data\jester_NO_npy\119357.npy,no,0
data\jester_NO_npy\84164.npy,no,0
data\jester_NO_npy\135398.npy,no,0
data\SL_YES_npy\16398.npy,yes,1
data\jester_NO_npy\102281.npy,no,0
data\jester_NO_npy\61629.npy,no,0
data\jester_NO_npy\52205.npy,no,0
data\jester_NO_npy\118764.npy,no,0
data\SL_YES_npy\62911.npy,yes,1
data\jester_NO_npy\18306.npy,no,0
data\jester_NO_npy\121796.npy,no,0
data\jester_NO_npy\84280.npy,no,0
data\jester_NO_npy\56123.npy,no,0
data\jester_NO_npy\5766.npy,no,0
data\SL_YES_npy\65671.npy,yes,1
data\jester_NO_npy\140732.npy,no,0
data\jester_NO_npy\68903.npy,no,0
data\jester_NO_npy\88984.npy,no,0
data\SL_YES_npy\65847.npy,yes,1
data\jester_NO_npy\40478.npy,no,0
data\jester_NO_npy\24300.npy,no,0
data\jester_NO_npy\74158.npy,no,0
data\jester_NO_npy\25478.npy,no,0
data\SL_YES_npy\04164.npy,yes,1
data\SL_YES_npy\08002.npy,yes,1
data\jester_NO_npy\125493.npy,no,0
data\jester_NO_npy\82964.npy,no,0
data\SL_YES_npy\34205.npy,yes,1
data\SL_YES_npy\45638.npy,yes,1
data\jester_NO_npy\86343.npy,no,0
data\SL_YES_npy\23038.npy,yes,1
data\SL_YES_npy\44234.npy,yes,1
data\SL_YES_npy\65231.npy,yes,1
data\jester_NO_npy\25106.npy,no,0
data\jester_NO_npy\133760.npy,no,0
data\SL_YES_npy\60362.npy,yes,1
data\jester_NO_npy\57910.npy,no,0
data\jester_NO_npy\106938.npy,no,0
data\SL_YES_npy\25052.npy,yes,1
data\SL_YES_npy\31306.npy,yes,1
data\SL_YES_npy\59909.npy,yes,1
data\jester_NO_npy\121112.npy,no,0
data\SL_YES_npy\17734.npy,yes,1
data\jester_NO_npy\107926.npy,no,0
data\jester_NO_npy\41755.npy,no,0
data\jester_NO_npy\71464.npy,no,0
data\jester_NO_npy\30644.npy,no,0
data\jester_NO_npy\36392.npy,no,0
data\jester_NO_npy\147344.npy,no,0
data\jester_NO_npy\39201.npy,no,0
data\jester_NO_npy\88692.npy,no,0
data\jester_NO_npy\23866.npy,no,0
data\jester_NO_npy\51067.npy,no,0
data\jester_NO_npy\58209.npy,no,0
data\jester_NO_npy\67150.npy,no,0
data\SL_YES_npy\13196.npy,yes,1
data\jester_NO_npy\68768.npy,no,0
data\SL_YES_npy\55663.npy,yes,1
data\jester_NO_npy\57834.npy,no,0
data\SL_YES_npy\32050.npy,yes,1
data\jester_NO_npy\49487.npy,no,0
data\SL_YES_npy\14572.npy,yes,1
data\jester_NO_npy\33081.npy,no,0
data\jester_NO_npy\28829.npy,no,0
data\SL_YES_npy\38949.npy,yes,1
data\SL_YES_npy\66711.npy,yes,1
data\SL_YES_npy\58360.npy,yes,1
data\jester_NO_npy\143060.npy,no,0
data\SL_YES_npy\51548.npy,yes,1
data\SL_YES_npy\65659.npy,yes,1
data\SL_YES_npy\62775.npy,yes,1
data\jester_NO_npy\32491.npy,no,0
data\SL_YES_npy\39881.npy,yes,1
data\SL_YES_npy\57754.npy,yes,1
data\jester_NO_npy\41693.npy,no,0
data\jester_NO_npy\58043.npy,no,0
data\SL_YES_npy\33128.npy,yes,1
data\jester_NO_npy\4797.npy,no,0
data\jester_NO_npy\27329.npy,no,0
data\jester_NO_npy\105393.npy,no,0
data\SL_YES_npy\51335.npy,yes,1
data\SL_YES_npy\03597.npy,yes,1
